,类别,标题,经度,纬度
994,三星半店铺,郑州寻鲜纪火锅(上悦城店),113.6988604,34.77242315
995,四星店铺,郑州老巴适火锅(经三路店),113.6995616,34.80372085
996,三星半店铺,郑州齐祺渔锅(红专路店),113.697122,34.785765
997,三星店铺,郑州清真四季老北京涮肉(英协路店),113.724956,34.76087057
998,四星店铺,郑州清真·五位先生串串火锅店(紫荆山路店),113.6889218,34.76084809
999,三星半店铺,郑州寻鲜纪火锅(东明路店),113.6988604,34.77242315
1000,三星半店铺,郑州齐祺渔锅(十里铺店),113.632642,34.78057099
1002,四星店铺,郑州韦亮记涮牛肚(局外龙子湖店),113.8053566,34.82509623
1004,三星半店铺,郑州明记广东打边炉,113.7772692,34.78699717
1005,三星半店铺,郑州齐祺渔锅(龙子湖店),113.8215623,34.80960905
1006,三星半店铺,郑州牛蛙爱上虾(红旗路店),113.668439,34.78276494
1007,三星店铺,郑州齐祺渔锅(嵩山路店),113.632642,34.78057099
1008,三星半店铺,郑州让签签飞小郡肝串串香(YOYOPARK店),113.6476374,34.8049097
1013,四星店铺,郑州广州大排档开煲(红专路店),113.6477553,34.80480092
1014,三星半店铺,郑州云乡山菌,113.7748539,34.78570985
1015,三星半店铺,郑州杨翔豆皮涮牛肚麻辣烫·串串·火锅(yoyopark店),113.6862962,34.79117722
1016,三星半店铺,郑州马家胖孩?胖孩海鲜烧烤铜锅涮(聚源路总店),113.6513094,34.82656153
1017,三星半店铺,郑州喜虾客(太格茂店),113.808133,34.79852495
1018,三星半店铺,郑州王婆大虾(蓝堡湾店),113.6827681,34.80341126
1019,三星半店铺,郑州老二碳锅鱼海鲜烧烤大排档,113.6852002,34.762241
1020,三星半店铺,郑州锦鸡坊广式猪肚鸡(红专路店),113.7112438,34.78586157
1021,三星半店铺,郑州渔珺传奇·云南蒸汽石锅鱼(凯德广场店),113.7314399,34.75473868
1022,四星店铺,郑州小胖说手提串串·厕所串串,113.67157,34.77534894
1023,三星半店铺,郑州大口妹肉蟹煲(瀚海北金店),113.6729455,34.81519159
1024,三星店铺,郑州重庆锅巴饮年代火锅(龙子湖店),113.8151105,34.79701253
1025,三星半店铺,郑州蜀江龙火锅(龙子湖店),113.8053566,34.82509623
1026,三星半店铺,郑州和盛轩涮锅,113.7136666,34.743591
1028,三星半店铺,郑州小巷子老火锅,113.712277,34.78200796
1030,三星半店铺,郑州御辇曾成宗牛肉馆(唐人街茶城店),113.72635,34.760361
1031,三星半店铺,郑州巴记四个涮肉,113.706243,34.78059997
1032,三星半店铺,郑州茂顺哥鲜鱼火锅,113.696141,34.78009395
1034,三星半店铺,郑州情蛙缘铁锅牛蛙(局外·太格茂店),113.8077354,34.79914676
1035,三星半店铺,郑州柴鸡甲鱼,113.7282593,34.7466183
1036,三星半店铺,郑州齐祺渔锅(普罗旺世店),113.6371497,34.83161461
1037,三星半店铺,郑州藤麻麻藤椒豆花鸡(新世界百货店),113.689253,34.75915074
1038,三星半店铺,郑州王婆大虾(东明路店),113.7206619,34.7543862
1039,三星半店铺,郑州云南蒸汽石锅鱼(旗舰店),113.659204,34.81547394
1040,四星店铺,郑州西平·王婆大虾(祭城店),113.7767235,34.78536825
1042,四星店铺,郑州鑫农夫大盘鸡(蓝堡湾店),113.6843058,34.80143024
1043,三星半店铺,郑州全驴鲜汤,113.7530007,34.7670036
1044,三星半店铺,郑州广和馆猪肚鸡(聚源路店),113.7282308,34.75563419
1046,三星半店铺,郑州尚品鲜坊自助小火锅(幸福城店),113.7167711,34.74664425
1047,三星半店铺,郑州潮汕记生鲜牛肉火锅(索凌路清真店),113.6451528,34.8227637
1048,三星店铺,郑州清真巴记油泼面·老北京涮锅·马坡烧烤(经三路店),113.6870361,34.79093377
1051,三星半店铺,郑州虾吃虾涮虾火锅(东风路店),113.6692975,34.80546017
1052,三星半店铺,郑州王婆大虾(百福街店),113.7428023,34.76100802
1053,三星店铺,郑州夫幸园海鲜烧烤铜锅鸡(十里铺店),113.6496685,34.81851943
1055,三星店铺,郑州宽窄巷子成都火锅(祭城店),113.7764708,34.7828252
1057,三星半店铺,郑州狼爱上羊音乐火锅(幸福城店),113.7167711,34.74664425
1058,三星半店铺,郑州昕时器云南蒸汽石锅鱼(金城时代广场店),113.712728,34.781657
1060,四星店铺,郑州王子爱上虾(普庆路店),113.650364,34.82474998
1061,三星半店铺,郑州正宗潮汕牛肉丸火锅(花园路店),113.687439,34.80799696
1062,三星半店铺,郑州猪肚鸡·牛杂火锅(南阳路店),113.6510336,34.78900564
1064,三星半店铺,郑州昕时器蒸汽石锅鱼(瀚海北金店),113.6511176,34.82603023
1065,三星半店铺,郑州李福记猪肚包鸡(园田路店),113.659071,34.81549395
1066,三星半店铺,郑州佰人王串串火锅(国基路店),113.650695,34.82593993
1067,四星店铺,郑州王婆大虾(东风路店),113.683462,34.79872118
1069,三星半店铺,郑州潮汕豆捞生鲜牛肉火锅(福彩路店),113.7054959,34.81179874
1070,三星半店铺,郑州王婆大虾(千盛广场店),113.6568219,34.79242932
1071,三星半店铺,郑州纳百川·巴蜀大虾,113.6535918,34.79852628
1072,三星半店铺,郑州昕时器蒸汽石锅鱼(硅谷广场店),113.672327,34.80273598
1073,三星半店铺,郑州川香渔歌(南阳路店),113.6501926,34.79045767
1076,四星店铺,郑州鸿德祥(幸福城店),113.7167711,34.74664425
1079,三星半店铺,郑州众福得清真涮肉店(嵩山路店),113.6361179,34.77024301
1080,三星半店铺,郑州锅圈食汇火锅烧烤食材超市(经一路店),113.7137701,34.76297651
1081,三星半店铺,郑州前男友的火锅店(龙子湖店),113.80052,34.81301696
1082,三星半店铺,郑州锅圈食汇火锅烧烤食材超市(园田路店),113.6592365,34.81469971
1083,三星半店铺,郑州百年肥羊(宏明路郑州总店),113.6699371,34.82018662
1084,三星半店铺,郑州德宝·御香苑肥牛火锅(国基路店),113.6503882,34.82655323
1085,三星半店铺,郑州豫缘王婆大虾(新世界百货店),113.6889332,34.76092698
1086,三星半店铺,郑州汕头牛肉丸火锅(原建业路店),113.7360873,34.756581
1088,三星半店铺,郑州姥家大锅台(宏达路店),113.6539115,34.82929182
1089,三星半店铺,郑州锅圈食汇(姚寨路店),113.7043369,34.7912503
1091,三星半店铺,郑州王婆大虾(凤凰茶城总店),113.717397,34.74310351
1093,三星半店铺,郑州围辣串串香(经三路店),113.6942521,34.80064683
1094,三星半店铺,郑州品酒轩海鲜火锅,113.7069274,34.78590789
1095,三星半店铺,郑州王婆大虾(金城国际广场店),113.6980585,34.79938181
1096,三星半店铺,郑州小V家秘制火锅鸡(宏祥路店),113.6723822,34.84435831
1098,三星半店铺,郑州锅圈食汇火锅烧烤食材超市(福彩路店),113.6969183,34.82470908
1099,三星半店铺,郑州康健康火锅厨房(黄河南路店),113.751074,34.76100394
1100,三星半店铺,郑州锅圈食汇火锅烧烤食材超市(丰庆路店),113.6592365,34.81469971
1101,三星半店铺,郑州齐祺渔锅(龙门路店),113.6553129,34.84881276
1102,三星半店铺,郑州车记骨汤串串香,113.6944864,34.80051471
1103,三星半店铺,郑州阿飞烧烤,113.816548,34.80015997
1104,三星店铺,郑州豫林炒鸡恋虾馆,113.671455,34.80345431
1105,三星半店铺,郑州王婆大虾(龙兴嘉苑店),113.7760252,34.79911711
1106,三星半店铺,郑州三合王婆大虾(十里铺店),113.6705376,34.81681124
1112,三星半店铺,郑州梵加严选火锅(普罗旺世店),113.6383548,34.82792672
1113,三星半店铺,郑州王婆大虾(生产路店),113.6560136,34.7911893
1114,三星半店铺,郑州佰人王串串香火锅(未来路店),113.7102281,34.74563749
1115,三星店铺,郑州张新革传统砂锅(丰庆路店),113.6545248,34.83237698
1117,三星半店铺,郑州锅圈食汇火锅烧烤食材超市(兴荣街店),113.7189784,34.77050483
1118,三星半店铺,郑州京佬铜锅涮肉,113.6520156,34.83208105
1119,三星半店铺,郑州遇见旋转小火锅(祭城店),113.775456,34.783916
1120,三星半店铺,郑州大铜锅四季涮肉(丰庆路店),113.649744,34.82693896
1123,三星半店铺,郑州尚记川外川串串火锅(白庙路旗舰店),113.676053,34.8013262
1124,三星半店铺,郑州张记鸡鱼火锅(天明路店),113.649755,34.80430451
1125,三星半店铺,郑州固始鹅块火锅(天伦路店),113.6973208,34.83121505
1126,三星半店铺,郑州遇见旋转小火锅,113.8043289,34.81494072
1127,三星半店铺,郑州串库串串香(蓝堡湾店),113.6810594,34.80369795
1129,三星半店铺,郑州蜀相遇特色串串火锅(丰业广场店),113.650135,34.79252596
1130,三星半店铺,郑州老廣州打边炉,113.6730982,34.76960838
1131,三星半店铺,郑州鱼库秘制烤鱼(园田路店),113.6591364,34.81377217
1132,三星半店铺,郑州杨新伟老北京旋转小火锅(白庙路店),113.6756563,34.7897854
1133,三星半店铺,郑州王婆大虾(龙子湖建业智慧港店),113.8136964,34.79703024
1134,三星半店铺,郑州鱼状元鱼火锅·虾锅烤鱼,113.7767877,34.78717408
1135,三星半店铺,郑州围辣串串香(红专路店),113.6854524,34.78571126
1136,三星半店铺,郑州子非鱼鱼火锅,113.7767877,34.78717408
1137,三星半店铺,郑州围辣串串香(福彩路店),113.6942521,34.80064683
1139,三星半店铺,郑州清真杨记笋鸡牛肉店,113.6910777,34.76390848
1140,三星半店铺,郑州御品江湖涮牛肚,113.685707,34.81101284
1141,三星半店铺,郑州铁筷子大灶台,113.6342187,34.79372216
1142,三星半店铺,郑州东北大骨头锅,113.6803767,34.83895825
1143,三星半店铺,郑州黄河滩地锅城(姚桥店),113.8005205,34.81234576
1145,三星半店铺,郑州广式猪肚鸡,113.7112438,34.78586157
1146,三星半店铺,郑州仲记寻鲜记,113.758176,34.77511099
1147,三星半店铺,郑州围辣串串香(天伦水晶城店),113.6645822,34.81804458
1149,三星半店铺,郑州李记京味铜锅涮,113.667277,34.76563798
1150,三星半店铺,郑州蓉城火锅,113.6366268,34.77101292
1151,三星半店铺,郑州王婆大虾(渠东路店),113.683462,34.79872118
1153,三星店铺,郑州胖虎旋转小火锅,113.622734,34.77568495
1156,三星半店铺,郑州小火锅花甲粉,113.6899877,34.77467891
1158,三星半店铺,郑州锅便利(普罗旺世店),113.6383548,34.82792672
1159,三星半店铺,郑州有间转转锅,113.7115963,34.78273381
1160,三星半店铺,郑州灶连灶秘制地锅鸡(姚桥育翔路店),113.8084842,34.81212541
1162,三星半店铺,郑州竹子头毛肚火锅(丰庆路店),113.6548336,34.82960328
1164,三星半店铺,郑州围辣串串香(金水金街店),113.7317667,34.75522325
1167,三星半店铺,郑州涮香府肥牛火锅(龙子湖校区店),113.8053566,34.82509623
1168,三星半店铺,郑州围辣串串香(正弘城蓝堡湾贵人街店),113.6796236,34.80258748
1170,三星半店铺,郑州沸腾吧肥牛火锅老店,113.8043189,34.81542816
1172,三星半店铺,郑州王子鲜炒鸡碳锅鱼,113.6800386,34.79976278
1173,三星半店铺,郑州江湖旋转小火锅,113.6319577,34.77827077
1175,三星半店铺,郑州川小伙串串香,113.676536,34.80298562
1181,三星半店铺,郑州佳哺佳哺涮涮锅(大上海城店),113.675434,34.76230298
1182,三星半店铺,郑州王记秘制旋转小火锅,113.6319577,34.77827077
1183,三星半店铺,郑州传奇旋转自助火锅,113.6906281,34.7760065
1186,三星半店铺,郑州嗨约火锅·时尚火锅外卖(黄河路店),113.6912475,34.78477554
1188,三星半店铺,郑州杨新伟旋转小火锅(畜牧路店),113.7011314,34.81200368
1192,三星半店铺,郑州985火锅学院,113.6281277,34.78697352
1196,三星半店铺,郑州我的小板凳老火锅,113.6463632,34.82897631
1217,三星半店铺,郑州森林海广东火锅打边炉?清真,113.6730982,34.76960838
1221,三星半店铺,郑州薛记全羊炖(桐柏路店),113.6108754,34.79535462
1223,三星半店铺,郑州川香渔歌(桐柏路店),113.6188333,34.7854623
1228,三星半店铺,郑州良弥一味独食火锅(高新区店),113.684337,34.80212894
1250,三星半店铺,郑州潮汕记生鲜牛肉火锅(华强城市广场清真店),113.6111741,34.7955802
1257,三星半店铺,郑州齐祺渔锅(市场街店),113.632642,34.78057099
